,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,DS,SL,SR,TM_6,TM_9,TM_12,TM_15,TM_18,WS_6,WS_9,WS_12,WS_15,WS_18,SK_6,SK_9,SK_12,SK_15,SK_18,PP_6,PP_9,PP_12,PP_15,PP_18,PR_9,PR_15,PR_21
210121,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7,13.1,14.9,12.7,5.1,3.9,5.9,0.0,3.6,0.8,0.0,0.0,0.0,0.0,0.0,0.0,10.2,2.5,5.47,11.0,10.0,7.0,6.0,6.0,2.3,1.8,1.9,1.8,1.3,4.0,4.0,4.0,4.0,4.0,30.0,30.0,30.0,30.0,30.0,0.0,0.0,0.0
210125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9,11.6,24.1,34.6,37.1,44.6,42.1,37.0,25.1,10.3,0.0,0.0,0.0,0.0,0.0,0.0,10.3,9.2,13.75,9.0,8.0,5.0,3.0,1.0,4.9,4.4,4.4,4.3,3.8,4.0,4.0,4.0,4.0,3.0,60.0,30.0,30.0,30.0,20.0,1.0,0.0,0.0
210126,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8,1.6,4.8,4.8,4.7,17.3,10.0,4.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.3,0.1,3.79,8.0,4.0,1.0,-1.0,-2.0,5.0,2.3,1.4,1.2,0.9,1.0,3.0,3.0,3.0,3.0,10.0,10.0,20.0,20.0,20.0,0.0,0.0,0.0
210202,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9,14.6,29.8,40.9,48.4,50.8,49.3,43.6,31.9,14.1,0.5,0.0,0.0,0.0,0.0,0.0,10.5,9.6,16.45,5.0,2.0,1.0,2.0,4.0,3.2,1.1,2.4,2.6,4.1,1.0,4.0,4.0,4.0,4.0,0.0,30.0,30.0,30.0,80.0,0.0,0.0,5.0
210203,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6,9.2,29.1,40.3,46.6,48.9,46.8,39.6,25.5,8.0,0.5,0.0,0.0,0.0,0.0,0.0,10.6,8.9,16.03,3.0,0.0,-4.0,-4.0,-5.0,4.8,1.8,1.1,0.6,0.9,1.0,1.0,4.0,3.0,1.0,0.0,10.0,30.0,20.0,0.0,0.0,0.0,0.0
210204,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,10.6,24.1,40.1,48.3,50.7,49.3,43.9,31.9,15.7,0.6,0.0,0.0,0.0,0.0,0.0,10.6,9.9,16.67,8.0,5.0,3.0,2.0,0.0,3.8,1.4,2.9,0.9,0.9,3.0,4.0,4.0,4.0,1.0,20.0,30.0,30.0,30.0,0.0,0.0,0.0,0.0
210208,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.1,15.1,29.2,40.4,47.4,50.7,50.0,44.3,33.6,18.8,0.6,0.0,0.0,0.0,0.0,0.0,10.7,9.8,17.29,6.0,3.0,-1.0,-3.0,-3.0,4.0,1.1,0.4,1.2,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
210209,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.2,15.6,29.3,39.7,46.3,49.5,49.2,43.5,32.9,15.7,0.6,0.0,0.0,0.0,0.0,0.0,10.7,9.9,17.32,9.0,6.0,3.0,0.0,-1.0,3.6,1.0,0.7,1.2,1.4,3.0,3.0,3.0,1.0,3.0,20.0,20.0,10.0,0.0,10.0,0.0,0.0,0.0
210215,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6,0.7,11.4,11.0,14.4,16.7,11.0,11.2,3.0,0.6,0.0,0.0,0.0,0.0,0.0,10.9,2.8,7.26,6.0,0.0,-2.0,-3.0,-4.0,6.8,5.8,2.9,3.5,3.8,4.0,4.0,3.0,4.0,4.0,70.0,60.0,20.0,30.0,60.0,5.0,0.0,1.0
210216,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.3,16.5,30.2,40.2,47.6,51.9,40.2,9.7,1.0,3.2,0.7,0.0,0.0,0.0,0.0,0.0,11.0,7.0,13.96,-3.0,-3.0,-4.0,-5.0,-4.0,8.2,5.6,6.0,5.7,4.7,4.0,4.0,4.0,4.0,4.0,60.0,60.0,60.0,60.0,60.0,5.0,5.0,1.0
210217,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.9,1.8,3.5,8.2,7.7,10.3,2.7,3.7,0.6,0.0,0.0,0.0,0.0,0.0,11.0,1.6,6.82,1.0,0.0,-1.0,-2.0,-3.0,7.1,4.0,1.6,1.1,1.0,4.0,4.0,4.0,4.0,4.0,30.0,30.0,30.0,30.0,30.0,0.0,0.0,0.0
210218,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,1.7,2.8,11.3,17.7,16.9,29.4,14.1,15.5,0.7,0.0,0.0,0.0,0.0,0.0,11.0,6.1,9.52,10.0,7.0,4.0,4.0,5.0,5.9,4.6,6.0,5.7,3.8,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
210222,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.9,14.9,27.2,36.0,42.1,42.9,40.8,37.8,28.7,15.7,0.8,0.0,0.0,0.0,0.0,0.0,11.2,9.9,16.61,7.0,4.0,0.0,-2.0,-3.0,4.9,3.1,2.7,3.2,3.0,3.0,1.0,1.0,1.0,4.0,20.0,10.0,0.0,10.0,30.0,0.0,0.0,0.0
210223,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,18.7,34.5,38.3,37.7,44.7,34.8,32.1,26.3,15.1,0.9,0.0,0.0,0.0,0.0,0.0,11.2,9.4,16.24,10.0,9.0,3.0,1.0,1.0,2.1,1.7,1.2,1.7,2.5,4.0,3.0,1.0,3.0,3.0,30.0,20.0,10.0,10.0,20.0,0.0,0.0,0.0
210224,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7,6.0,5.3,4.7,6.5,9.2,17.2,15.2,6.7,4.3,0.7,0.0,0.0,0.0,0.0,0.0,11.2,0.0,5.49,9.0,8.0,7.0,5.0,4.0,0.9,1.6,0.7,1.7,1.9,4.0,4.0,4.0,4.0,4.0,60.0,60.0,60.0,60.0,60.0,5.0,5.0,1.0
210225,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6,0.8,4.1,7.9,4.5,4.4,6.3,6.2,0.9,0.0,0.5,0.0,0.0,0.0,0.0,0.0,11.3,0.0,2.83,14.0,12.0,8.0,5.0,3.0,5.5,2.6,2.3,3.1,2.9,3.0,3.0,3.0,3.0,3.0,20.0,20.0,20.0,20.0,20.0,0.0,0.0,0.0
210301,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6,0.8,3.5,5.3,4.3,6.5,4.1,0.9,0.6,0.0,0.5,0.0,0.0,0.0,0.0,0.0,11.4,0.0,3.51,8.0,6.0,1.0,-1.0,-2.0,4.8,3.3,1.8,1.3,1.1,1.0,1.0,1.0,1.0,1.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
210302,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6,5.9,13.5,38.0,37.4,27.2,56.6,13.1,37.7,21.9,2.7,0.0,0.0,0.0,0.0,0.0,11.5,6.9,15.61,11.0,9.0,5.0,3.0,3.0,2.2,1.9,2.1,2.2,2.0,3.0,3.0,3.0,3.0,3.0,20.0,20.0,20.0,20.0,20.0,0.0,0.0,0.0
210303,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.9,17.5,35.6,30.6,46.1,51.0,52.5,46.3,20.8,7.2,0.9,0.0,0.0,0.0,0.0,0.0,11.5,8.7,18.39,10.0,10.0,9.0,7.0,5.0,2.8,1.8,2.1,2.0,1.7,4.0,4.0,4.0,4.0,3.0,80.0,80.0,80.0,70.0,10.0,10.0,5.0,0.0
210304,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,6.5,9.7,11.7,13.0,7.8,8.8,7.9,4.7,1.0,0.5,0.0,0.0,0.0,0.0,0.0,11.5,0.0,5.31,17.0,14.0,9.0,6.0,5.0,3.3,1.7,2.1,2.1,2.9,1.0,1.0,1.0,3.0,3.0,0.0,0.0,0.0,20.0,20.0,0.0,0.0,0.0
210308,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,7.6,20.4,42.3,49.0,50.8,47.1,42.7,32.9,18.5,3.9,0.0,0.0,0.0,0.0,0.0,11.7,8.8,19.79,13.0,9.0,6.0,3.0,2.0,3.8,3.0,2.8,2.5,2.6,3.0,3.0,3.0,3.0,1.0,20.0,20.0,20.0,20.0,10.0,0.0,0.0,0.0
210309,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.1,18.2,24.7,36.8,45.2,48.4,43.5,39.0,20.9,16.0,3.8,0.0,0.0,0.0,0.0,0.0,11.7,8.1,18.48,17.0,14.0,8.0,5.0,3.0,2.2,2.1,0.8,1.1,1.4,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0
210310,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6,7.0,20.8,33.7,43.7,48.6,49.7,47.0,41.1,30.8,16.4,3.6,0.0,0.0,0.0,0.0,0.0,11.8,10.4,20.71,16.0,14.0,11.0,9.0,8.0,2.1,1.0,1.4,1.0,2.2,3.0,3.0,4.0,4.0,4.0,20.0,20.0,30.0,30.0,60.0,0.0,0.0,5.0
210311,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.5,10.5,19.1,33.2,46.4,46.0,40.9,41.2,16.8,14.1,3.7,0.0,0.0,0.0,0.0,0.0,11.8,7.7,17.85,11.0,11.0,9.0,7.0,5.0,4.2,3.9,4.0,2.6,1.7,4.0,4.0,4.0,3.0,3.0,70.0,60.0,30.0,20.0,10.0,5.0,0.0,0.0
210315,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8,9.6,16.6,21.5,36.6,42.7,46.0,44.3,43.9,21.6,6.1,0.7,0.0,0.0,0.0,0.0,0.0,11.9,7.7,17.43,14.0,9.0,4.0,2.0,0.0,4.8,3.4,2.7,2.3,2.6,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
210316,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6,8.0,18.3,29.0,44.0,52.2,54.7,49.4,48.5,34.2,22.8,6.2,0.0,0.0,0.0,0.0,0.0,12.0,10.3,21.36,17.0,13.0,7.0,5.0,4.0,2.1,2.3,0.9,1.2,1.1,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
210317,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8,8.5,20.4,36.4,46.4,44.9,40.7,36.8,40.2,37.5,16.4,5.3,0.0,0.0,0.0,0.0,0.0,12.0,9.3,21.09,19.0,14.0,9.0,7.0,6.0,1.7,3.4,1.0,2.1,1.8,1.0,1.0,3.0,3.0,3.0,0.0,0.0,10.0,20.0,20.0,0.0,0.0,0.0
210318,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7,8.4,21.7,34.6,44.0,48.9,48.6,48.9,43.2,34.3,20.7,5.9,0.0,0.0,0.0,0.0,0.0,12.1,10.7,21.93,19.0,17.0,12.0,10.0,9.0,1.7,1.1,2.5,2.3,3.0,3.0,4.0,3.0,4.0,4.0,20.0,30.0,20.0,30.0,30.0,0.0,0.0,5.0
210322,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9,9.5,25.2,38.9,48.7,55.2,58.5,58.0,47.5,37.6,22.9,7.1,0.0,0.0,0.0,0.0,0.0,12.2,10.9,23.98,16.0,13.0,7.0,5.0,3.0,5.5,3.1,2.1,1.8,1.9,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
210323,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.3,22.1,34.9,43.3,50.1,52.7,50.5,45.5,35.2,21.2,6.7,0.0,0.0,0.0,0.0,0.0,12.2,11.0,22.66,17.0,14.0,9.0,6.0,6.0,3.3,2.0,1.2,1.1,1.0,3.0,3.0,1.0,1.0,1.0,20.0,20.0,0.0,0.0,10.0,0.0,0.0,0.0
210324,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8,9.4,19.9,22.1,33.2,19.4,25.5,18.2,23.7,16.1,8.6,11.7,0.0,0.0,0.0,0.0,0.0,12.3,5.7,15.14,21.0,17.0,10.0,6.0,5.0,2.7,2.4,0.9,1.1,1.1,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
210325,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,9.9,23.9,36.4,44.9,49.8,52.2,50.1,45.0,36.3,22.9,7.5,0.0,0.0,0.0,0.0,0.0,12.3,11.2,23.73,24.0,21.0,13.0,10.0,9.0,3.7,2.2,2.8,2.6,2.9,1.0,1.0,1.0,1.0,3.0,10.0,0.0,0.0,0.0,20.0,0.0,0.0,0.0
210329,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9,8.0,16.4,26.9,38.3,43.6,48.1,45.2,37.6,28.8,14.1,4.7,0.5,0.0,0.0,0.0,0.0,12.5,7.0,18.87,20.0,18.0,11.0,8.0,5.0,3.9,2.1,1.8,1.5,1.5,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
210401,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,9.1,35.2,22.1,20.1,39.7,28.6,28.9,27.9,11.3,8.1,1.0,0.0,0.0,0.0,0.0,0.0,12.6,2.2,15.06,23.0,22.0,18.0,16.0,15.0,5.6,3.0,2.7,3.2,3.8,4.0,4.0,4.0,3.0,3.0,30.0,30.0,30.0,20.0,20.0,0.0,0.0,0.0
210405,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.5,10.0,27.9,40.8,49.5,54.9,54.9,52.3,46.6,36.6,23.5,9.7,0.5,0.0,0.0,0.0,0.0,12.7,11.6,26.75,19.0,15.0,11.0,7.0,6.0,4.9,2.7,1.9,1.1,1.7,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
210406,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.6,9.5,10.1,19.5,49.3,47.6,54.1,53.9,46.9,37.9,24.4,8.9,0.5,0.0,0.0,0.0,0.0,12.8,7.7,22.13,21.0,18.0,12.0,8.0,7.0,3.9,3.3,0.9,0.7,0.9,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
210407,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.3,12.6,26.8,38.8,46.7,51.1,52.8,53.4,43.2,38.3,25.3,9.3,0.5,0.0,0.0,0.0,0.0,12.8,11.6,26.05,17.0,14.0,10.0,7.0,5.0,4.9,3.1,2.8,2.3,1.8,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
210408,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.4,10.8,28.3,33.5,48.7,55.2,55.8,54.6,49.1,39.8,25.4,10.3,0.5,0.0,0.0,0.0,0.0,12.8,10.8,26.36,20.0,16.0,12.0,8.0,6.0,0.2,4.1,2.9,3.7,2.5,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
210412,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7,3.2,7.6,10.2,6.9,5.7,4.6,3.0,3.2,7.5,2.6,0.6,0.0,0.0,0.0,0.0,0.0,13.0,0.0,4.33,14.0,10.0,7.0,6.0,5.0,6.1,3.9,2.9,3.0,3.3,1.0,1.0,1.0,3.0,1.0,10.0,0.0,10.0,20.0,0.0,0.0,0.0,0.0
210413,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6,6.3,3.6,12.7,24.3,37.2,33.5,30.5,51.5,40.8,22.9,10.8,0.6,0.0,0.0,0.0,0.0,13.0,6.8,17.96,16.0,13.0,7.0,4.0,2.0,5.4,2.9,1.1,1.2,1.1,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
210414,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.8,10.8,28.6,43.4,51.7,57.2,59.1,57.0,50.4,40.8,26.9,11.0,0.6,0.0,0.0,0.0,0.0,13.0,11.9,27.8,18.0,16.0,10.0,9.0,8.0,3.6,2.8,2.7,3.0,3.1,3.0,3.0,1.0,1.0,3.0,20.0,10.0,0.0,10.0,20.0,0.0,0.0,0.0
210415,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.7,13.7,30.5,41.8,50.7,52.0,44.8,31.8,43.8,39.2,25.6,10.7,0.6,0.0,0.0,0.0,0.0,13.1,11.2,24.84,16.0,15.0,13.0,11.0,8.0,3.5,1.7,1.5,1.1,1.1,4.0,4.0,3.0,3.0,3.0,30.0,30.0,20.0,20.0,20.0,0.0,0.0,0.0
210419,0.0,0.0,0.0,0.0,0.0,0.0,0.5,4.3,15.3,29.8,40.8,48.2,54.0,55.1,52.9,47.9,38.7,24.5,10.0,0.0,0.0,0.0,0.0,0.0,13.2,12.3,28.14,25.0,21.0,15.0,11.0,10.0,2.7,2.5,1.1,1.2,1.4,1.0,1.0,1.0,3.0,3.0,0.0,0.0,10.0,20.0,20.0,0.0,0.0,0.0
210420,0.0,0.0,0.0,0.0,0.0,0.0,0.6,4.7,14.9,28.7,42.7,44.1,51.4,52.2,50.6,45.1,36.3,23.2,9.1,0.6,0.0,0.0,0.0,0.0,13.3,12.0,27.0,27.0,24.0,18.0,14.0,13.0,3.5,1.8,1.4,1.7,1.7,4.0,4.0,4.0,4.0,4.0,30.0,30.0,30.0,30.0,30.0,0.0,0.0,0.0
210421,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.1,11.4,31.6,39.4,42.5,55.7,32.0,29.6,17.5,8.1,10.3,3.2,0.0,0.0,0.0,0.0,0.0,13.3,6.3,19.37,26.0,23.0,19.0,16.0,16.0,4.2,1.6,2.0,2.2,1.9,4.0,4.0,4.0,4.0,4.0,30.0,30.0,30.0,30.0,30.0,0.0,0.0,0.0
210422,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,11.5,18.8,17.0,31.9,16.2,15.2,17.1,13.3,8.4,0.9,0.9,0.6,0.0,0.0,0.0,0.0,13.3,0.3,10.47,26.0,23.0,18.0,14.0,13.0,4.8,2.1,1.4,1.3,1.7,1.0,4.0,3.0,3.0,3.0,10.0,30.0,20.0,20.0,20.0,0.0,0.0,0.0
210426,0.0,0.0,0.0,0.0,0.0,0.0,0.6,5.5,10.0,26.6,36.3,44.8,42.6,36.3,32.4,46.4,37.1,23.3,9.0,0.0,0.0,0.0,0.0,0.0,13.5,12.2,26.52,21.0,20.0,17.0,14.0,14.0,3.0,2.1,1.6,1.3,2.0,4.0,4.0,3.0,3.0,4.0,30.0,30.0,20.0,20.0,30.0,0.0,0.0,0.0
210427,0.0,0.0,0.0,0.0,0.0,0.0,0.6,6.6,6.5,22.9,20.9,36.0,24.7,26.5,19.7,27.3,13.0,11.1,3.1,0.6,0.0,0.0,0.0,0.0,13.5,1.7,15.23,24.0,21.0,17.0,14.0,12.0,0.1,2.2,1.2,1.6,1.2,3.0,3.0,3.0,4.0,4.0,20.0,20.0,20.0,30.0,30.0,0.0,0.0,0.0
210428,0.0,0.0,0.0,0.0,0.0,0.0,0.6,4.8,16.9,31.1,34.9,45.1,27.2,41.6,45.8,31.3,24.9,9.9,3.6,0.6,0.0,0.0,0.0,0.0,13.5,7.6,21.43,23.0,22.0,17.0,14.0,13.0,3.4,4.2,3.0,5.1,8.0,1.0,1.0,3.0,4.0,4.0,0.0,0.0,10.0,60.0,67.0,0.0,1.0,5.0
210503,0.0,0.0,0.0,0.0,0.0,0.0,0.7,5.6,17.1,30.7,41.1,48.8,53.4,54.3,52.2,47.2,37.5,17.4,5.8,0.6,0.0,0.0,0.0,0.0,13.7,10.5,28.3,20.0,18.0,18.0,16.0,13.0,5.1,6.6,5.4,3.8,3.5,4.0,4.0,4.0,4.0,4.0,60.0,60.0,67.0,60.0,30.0,5.0,20.0,0.0
210506,0.0,0.0,0.0,0.0,0.0,0.0,0.8,5.9,18.7,32.8,35.1,37.8,46.8,46.5,43.2,31.1,10.3,6.8,5.3,0.7,0.0,0.0,0.0,0.0,13.8,8.4,22.42,19.0,17.0,12.0,9.0,7.0,3.2,4.2,0.4,1.2,0.3,3.0,1.0,1.0,1.0,1.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
210510,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.1,8.1,16.8,16.6,26.1,27.1,35.4,18.7,9.2,13.3,8.0,4.7,0.7,0.0,0.0,0.0,0.0,13.9,0.3,11.37,23.0,22.0,19.0,16.0,15.0,4.6,2.7,2.6,1.8,1.9,3.0,3.0,3.0,1.0,1.0,20.0,20.0,10.0,10.0,0.0,0.0,0.0,0.0
210511,0.0,0.0,0.0,0.0,0.0,0.0,0.7,5.2,9.3,14.1,25.8,26.7,30.1,28.2,22.3,26.5,12.5,7.7,5.3,0.7,0.0,0.0,0.0,0.0,13.9,0.5,13.85,28.0,26.0,21.0,18.0,16.0,3.4,2.5,1.0,1.4,1.3,4.0,3.0,1.0,1.0,1.0,30.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0
210512,0.0,0.0,0.0,0.0,0.0,0.0,0.8,5.7,23.0,20.3,40.2,47.5,51.3,52.2,50.6,45.0,17.7,25.8,6.7,0.7,0.0,0.0,0.0,0.0,13.9,8.7,23.31,29.0,25.0,21.0,18.0,16.0,1.2,1.5,1.0,1.4,0.9,3.0,3.0,3.0,1.0,1.0,10.0,20.0,20.0,0.0,0.0,0.0,0.0,0.0
210513,0.0,0.0,0.0,0.0,0.0,0.0,0.9,6.1,16.2,28.8,38.5,46.1,46.1,52.1,22.4,48.3,37.4,23.8,9.7,1.0,0.0,0.0,0.0,0.0,14.0,11.7,27.09,29.0,25.0,21.0,20.0,20.0,4.0,3.2,2.3,3.3,2.6,3.0,3.0,4.0,4.0,4.0,10.0,20.0,30.0,30.0,30.0,0.0,0.0,5.0
210517,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.9,4.1,7.6,19.9,8.9,4.7,4.7,13.8,11.3,11.8,9.3,5.9,3.0,0.0,0.0,0.0,0.0,14.1,0.0,6.29,24.0,22.0,18.0,15.0,13.0,2.3,3.0,0.8,0.6,0.9,4.0,3.0,1.0,1.0,1.0,30.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0
210518,0.0,0.0,0.0,0.0,0.0,0.0,0.9,3.1,8.3,13.4,25.4,60.6,26.8,65.9,18.0,45.8,42.2,27.4,12.2,0.9,0.0,0.0,0.0,0.0,14.1,6.1,20.51,28.0,26.0,21.0,18.0,17.0,1.9,1.3,1.7,1.6,1.8,1.0,1.0,3.0,3.0,4.0,0.0,0.0,10.0,20.0,30.0,0.0,0.0,0.0
